t i j k u[t]
615 5 8 16 -0.09834500000000002
616 5 8 17 -0.037559
617 5 8 18 -0.26716600000000007
618 5 8 19 -0.007077500000000009
619 5 8 20 -0.15887845
620 5 9 10 -0.016131999999999994
621 5 9 11 -0.09026200000000001
622 5 9 12 -0.08968800000000002
623 5 9 13 0.065593
624 5 9 14 0.03606050000000001
625 5 9 15 0.0729515
626 5 9 16 0.09083599999999999
627 5 9 17 0.0988305
628 5 9 18 -0.146338
629 5 9 19 0.034227
630 5 9 20 -0.01795895
631 5 10 11 -0.18704
632 5 10 12 0.03628900000000001
633 5 10 13 0.35156
634 5 10 14 -0.0339045
635 5 10 15 -0.0848435
636 5 10 16 -0.048702
637 5 10 17 0.012087500000000006
638 5 10 18 -0.13925099999999999
639 5 10 19 0.07918500000000002
640 5 10 20 -0.002599449999999992
641 5 11 12 -0.19875600000000004
642 5 11 13 0.039729499999999994
643 5 11 14 -0.171965
644 5 11 15 -0.0328665
645 5 11 16 -0.024540000000000006
646 5 11 17 0.036222500000000005
647 5 11 18 -0.38259600000000005
648 5 11 19 0.11848500000000001
649 5 11 20 -0.20899695000000001
650 5 12 13 0.10743599999999998
651 5 12 14 -0.13607899999999998
652 5 12 15 -0.06454550000000002
653 5 12 16 0.0642895
654 5 12 17 -0.0605115
655 5 12 18 -0.14065000000000003
656 5 12 19 0.07273
657 5 12 20 -0.18746345
658 5 13 14 -0.02242
659 5 13 15 -0.05556650000000001
660 5 13 16 0.10850999999999997
661 5 13 17 -0.1134575
662 5 13 18 -0.18926800000000002
663 5 13 19 -0.23074500000000003
664 5 13 20 -0.16732595
665 5 14 15 -0.10038750000000002
666 5 14 16 -0.164805
667 5 14 17 0.054662499999999996
668 5 14 18 0.028299
669 5 14 19 0.07668499999999999
670 5 14 20 -0.11932095
671 5 15 16 0.1789115
672 5 15 17 0.153349
673 5 15 18 0.038649
674 5 15 19 0.034613000000000005
675 5 15 20 -0.14802795
676 5 16 17 0.08163250000000001
677 5 16 18 0.07452400000000002
